City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
604,Paita,PE,63.1,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
605,Lorengau,PG,82.51,few clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
606,Nambucca Heads,AU,66.2,scattered clouds,-30.65,153.0,Marcel Towers Holiday Apartments
609,Praxedis Guerrero,MX,75.56,overcast clouds,31.3667,-106.0167,Congregación placitas de Otero
610,Yarim,YE,70.65,broken clouds,14.298,44.3779,وليد المسوري ابو اسد
612,Cermik,TR,70.29,clear sky,38.1361,39.4493,Çermik Öğretmen Evi
615,Porto Santo,PT,71.51,few clouds,33.072,-16.3415,Hotel Porto Santo & Spa
616,Mujiayingzi,CN,65.5,broken clouds,42.1167,118.7833,Jinjiang Hotel
619,Hailar,CN,62.49,overcast clouds,49.2,119.7,Holiday Inn & Suites Hulunbuir
620,Acapulco,MX,78.62,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
621,North Ogden,US,65.35,clear sky,41.3072,-111.9602,Washington Estates Manufactured Home Community
622,Pemba,MZ,79.61,scattered clouds,-12.974,40.5178,Guesthouse Samotina
623,Manzil Kamil,TN,83.64,scattered clouds,35.6248,10.6673,Boukarra Ali
624,Palaia Fokaia,GR,85.69,clear sky,37.72,23.9463,Plaza Resort Hotel
625,Palauig,PH,84.7,few clouds,15.435,119.9045,Alperi Botique Resort
626,Ambon,ID,82.54,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
627,Saint-Francois,FR,63.68,clear sky,46.4154,3.9054,Manoir Du Bonheur
628,Makakilo City,US,75.56,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
629,El Tigre,VE,72.75,broken clouds,8.8875,-64.2454,Hotel Santa Cruz
631,Beberibe,BR,77.04,clear sky,-4.1797,-38.1306,Villa Arte Pousada Morro Branco
632,Wadi Musa,JO,72.86,clear sky,30.3222,35.4793,Petra Palace Hotel
634,Tabou,CI,79.25,light rain,4.423,-7.3528,hotêl doufoulougou
637,Luau,AO,89.76,broken clouds,-10.7073,22.2247,Casa- Bernardo Cândido
638,Chimoio,MZ,81.12,clear sky,-19.1164,33.4833,Predio Livraria Ahmed
639,Port Blair,IN,83.07,scattered clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
640,Changji,CN,63.39,clear sky,44.0167,87.3167,Lvye Holiday Resort
642,Bud,US,60.98,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
643,Binzhou,CN,66.43,overcast clouds,37.3667,118.0167,Hampton By Hilton Binzhou
644,Kathu,TH,76.82,heavy intensity rain,7.9178,98.3332,Novotel Phuket Resort
647,Prachuap Khiri Khan,TH,83.7,light rain,12.2167,99.75,ผกากรองรีสอร์ท
648,Xiongzhou,CN,88.93,broken clouds,25.1167,114.3,Xinhewan Business Hotel
657,Cabadiangan,PH,82.0,light rain,9.7531,122.4739,Kipot
660,Mpongwe,ZM,86.41,clear sky,-13.5091,28.155,GCMF Office & Lodge
662,Kismayo,SO,81.79,light rain,-0.3582,42.5454,Agan-Hotel
665,Dickinson,US,75.15,clear sky,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
666,Broken Hill,AU,62.31,clear sky,-31.95,141.4333,Royal Exchange Hotel
668,Porto Walter,BR,69.33,light rain,-8.2686,-72.7439,Secretaria de saúde
669,Pedernales,DO,80.24,overcast clouds,18.0384,-71.744,Hotel Costa Marina
672,Agadir,MA,70.25,clear sky,30.4202,-9.5982,Iberostar Founty Beach
674,Mitsamiouli,KM,78.84,clear sky,-11.3847,43.2844,Foyer ADM
676,Tame,CO,69.8,overcast clouds,6.461,-71.73,Hospedaje Santa Ana
679,Pedasi,PA,76.06,overcast clouds,7.5333,-80.0333,Selina Pedasi
680,Half Moon Bay,US,63.14,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
683,Kaspiyskiy,RU,64.0,overcast clouds,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
